"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 07 10:48:36 ICT 2024","Sun Jan 07 10:48:44 ICT 2024","8866","","LoginTest gherkin","","","","User logs in with valid credentials",""
